titre;realisateur;date_debut_evenement;date_fin_evenement;cadre;lieu;adresse;arrondissement;adresse_complete;geo_coordinates
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);NANCY MEYERS;2003-08-07;2003-08-07;EXTERIEUR;QUAI;AUX FLEURS;75004;QUAI AUX FLEURS 75004 Paris France;48.853968, 2.3518
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);NANCY MEYERS;2003-07-07;2003-07-07;EXTERIEUR;QUAI;DE LA CORSE;75004;QUAI DE LA CORSE 75004 Paris France;48.855659, 2.348329
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);NANCY MEYERS;2003-01-07;2003-01-07;EXTERIEUR;RUE;DES BARRES;75004;RUE DES BARRES 75004 Paris France;48.855335, 2.355262
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);NANCY MEYERS;2003-07-07;2003-07-07;EXTERIEUR;RUE;DE LA COLOMBE;75004;RUE DE LA COLOMBE 75004 Paris France;48.85454, 2.350326
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);NANCY MEYERS;2003-03-19;2003-03-19;EXTERIEUR;RUE;BERTIN POIREE;75001;RUE BERTIN POIREE 75001 Paris France;48.858718, 2.344791
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);NANCY MEYERS;2003-09-07;2003-09-07;EXTERIEUR;RUE;D'ARCOLE;75004;RUE D'ARCOLE 75004 Paris France;48.854393, 2.349757
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);NANCY MEYERS;2003-08-07;2003-08-07;EXTERIEUR;RUE;LOBAU;75004;RUE LOBAU 75004 Paris France;48.856015, 2.353254
LE GRAND ROLE;STEVE SUISSA;2003-04-25;2003-04-25;EXTERIEUR;ESPLANADE;DU SOUVENIR FRANCAIS/AV.DE BRETEUIL;75007;ESPLANADE DU SOUVENIR FRANCAIS/AV.DE BRETEUIL 75007 Paris France;48.849525, 2.312288
LE GRAND ROLE;STEVE SUISSA;2003-04-24;2003-04-24;EXTERIEUR;PASSAGE;SAINT PIERRE AMELOT;75011;PASSAGE SAINT PIERRE AMELOT 75011 Paris France;48.862246, 2.368265
LE GRAND ROLE;STEVE SUISSA;2003-04-17;2003-04-17;EXTERIEUR;RUE;DU CONSERVATOIRE;75009;RUE DU CONSERVATOIRE 75009 Paris France;48.873079, 2.346861
LE GRAND ROLE;STEVE SUISSA;2003-04-22;2003-04-22;EXTERIEUR;RUE;DE LA PERLE;75003;RUE DE LA PERLE 75003 Paris France;48.859932, 2.360739
LE GRAND ROLE;STEVE SUISSA;2003-04-24;2003-04-24;EXTERIEUR;RUE;DE TURENNE;75003;RUE DE TURENNE 75003 Paris France;48.860373, 2.364558
LE GRAND ROLE;STEVE SUISSA;2003-04-23;2003-04-23;EXTERIEUR;RUE;DE LA PERLE;75003;RUE DE LA PERLE 75003 Paris France;48.859932, 2.360739
LE GRAND ROLE;STEVE SUISSA;2003-04-23;2003-04-23;EXTERIEUR;RUE;DES COUTURES SAINT GERVAIS;75003;RUE DES COUTURES SAINT GERVAIS 75003 Paris France;48.860372, 2.361854
LE GRAND ROLE;STEVE SUISSA;2003-05-15;2003-05-15;EXTERIEUR;RUE;DES PYRAMIDES;75001;RUE DES PYRAMIDES 75001 Paris France;48.865332, 2.33327
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-18;2003-04-18;EXTERIEUR;AVENUE;DU MAINE;75014;AVENUE DU MAINE 75014 Paris France;48.836354, 2.32345
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-16;2003-04-16;EXTERIEUR;AVENUE;DE LA PORT;75014;AVENUE DE LA PORT 75014 Paris France;48.838884, 2.339701
NE QUITTEZ PAS;ARTHUR JOFFE;2003-06-05;2003-06-05;EXTERIEUR;BOULEVARD;DIDEROT;75012;BOULEVARD DIDEROT 75012 Paris France;48.846752, 2.381741
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-06;2003-04-06;EXTERIEUR;CITE;POPINCOURT;75011;CITE POPINCOURT 75011 Paris France;48.862041, 2.374064
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-24;2003-04-24;EXTERIEUR;PARVIS;DE L'EGLISE;75014;PARVIS DE L'EGLISE 75014 Paris France;50.682394, 4.371231
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-23;2003-04-23;EXTERIEUR;PASSAGE;RIMBAULT;75014;PASSAGE RIMBAULT 75014 Paris France;48.829425, 2.327301
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-24;2003-04-24;EXTERIEUR;PASSAGE;RIMBMAULT;75014;PASSAGE RIMBMAULT 75014 Paris France;48.829425, 2.327301
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-16;2003-04-16;EXTERIEUR;PERIPHERIQUE;EXTERIEUR PORT;75014;PERIPHERIQUE EXTERIEUR PORT 75014 Paris France;48.833022, 2.326889
NE QUITTEZ PAS;ARTHUR JOFFE;2003-02-06;2003-02-06;EXTERIEUR;PLACE;ALBERT KAHN;75018;PLACE ALBERT KAHN 75018 Paris France;48.895667, 2.346369
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-25;2003-04-25;EXTERIEUR;RUE;LAMARCK;75018;RUE LAMARCK 75018 Paris France;48.890288, 2.33619
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-25;2003-04-25;EXTERIEUR;RUE;CUSTINE;75018;RUE CUSTINE 75018 Paris France;48.888815, 2.346426
NE QUITTEZ PAS;ARTHUR JOFFE;2003-04-16;2003-04-16;EXTERIEUR;RUE;DE LA LEGION ETRANGERE;75014;RUE DE LA LEGION ETRANGERE 75014 Paris France;48.820998, 2.324496
DEMAIN ON DEMENAGE;CHANTAL AKERMAN;2003-12-05;2003-12-05;EXTERIEUR;RUE;DU TRANSVAAL;75020;RUE DU TRANSVAAL 75020 Paris France;48.871643, 2.387673
TRIPLE AGENT;ERIC ROHMER;2003-05-14;2003-05-14;EXTERIEUR;RUE;LEONCE REYNAUD;75016;RUE LEONCE REYNAUD 75016 Paris France;48.865837, 2.298586
BIG FISH;TIM BURTON;2003-05-05;2003-05-05;EXTERIEUR;RUE;DU FG POISSONNIERE ANGLE RUE DE DUNKERQU;75009;RUE DU FG POISSONNIERE ANGLE RUE DE DUNKERQU 75009 Paris France;48.878281, 2.336967
CONFIDENCES TROP INTIMES;PATRICE LECONTE;2003-05-26;2003-05-26;EXTERIEUR;SQUARE;GASTON BERTANDEAU;75017;SQUARE GASTON BERTANDEAU 75017 Paris France;48.879228, 2.287993
COMME UNE IMAGE;AGNES JAOUI;2003-09-17;2003-09-17;EXTERIEUR;BOULEVARD;POISSONNIERE;75009;BOULEVARD POISSONNIERE   75009 Paris France;48.871047, 2.345704
COMME UNE IMAGE;AGNES JAOUI;2003-09-18;2003-09-18;EXTERIEUR;KIOSQUE;A JOURNAUX (26, BD BONNE NOUVELLE);75010;KIOSQUE A JOURNAUX (26, BD BONNE NOUVELLE) 75010 Paris France;48.870209, 2.350233
COMME UNE IMAGE;AGNES JAOUI;2003-09-17;2003-09-17;EXTERIEUR;PLACE;ADRIEN OUDIN;75009;PLACE ADRIEN OUDIN 75009 Paris France;48.872917, 2.335556
COMME UNE IMAGE;AGNES JAOUI;2003-09-17;2003-09-17;EXTERIEUR;RUE;DU HELDER;75009;RUE DU HELDER 75009 Paris France;48.871893, 2.334946
COMME UNE IMAGE;AGNES JAOUI;2003-07-25;2003-07-25;EXTERIEUR;RUE;HITTORF;75010;RUE HITTORF 75010 Paris France;48.87221, 2.357458
COMME UNE IMAGE;AGNES JAOUI;2003-07-25;2003-07-25;EXTERIEUR;RUE;ETIENNE BULLET;75010;RUE ETIENNE BULLET 75010 Paris France;48.875508, 2.357853
COMME UNE IMAGE;AGNES JAOUI;2003-09-17;2003-09-17;EXTERIEUR;RUE;MEYERBEER;75009;RUE MEYERBEER 75009 Paris France;48.872041, 2.3331
COMME UNE IMAGE;AGNES JAOUI;2003-07-15;2003-07-15;EXTERIEUR;RUE;DE GRENELLE;75007;RUE DE GRENELLE   75007 Paris France;48.857802, 2.31639
COMME UNE IMAGE;AGNES JAOUI;2003-09-18;2003-09-18;EXTERIEUR;RUE;ROUGEMONT;75009;RUE ROUGEMONT 75009 Paris France;48.871651, 2.34592
COMME UNE IMAGE;AGNES JAOUI;2003-09-16;2003-09-16;EXTERIEUR;RUE;DU BOURG L'ABBE;75003;RUE DU BOURG L'ABBE 75003 Paris France;48.864002, 2.35228
HEAD IN THE CLOUDS/NOUS ETIONS LIBRES;JOHN DUIGAN;2003-05-30;2003-05-30;EXTERIEUR;RUE;DU MONT CENIS;75018;RUE DU MONT CENIS 75018 Paris France;48.892179, 2.344132
HEAD IN THE CLOUDS/NOUS ETIONS LIBRES;JOHN DUIGAN;2003-05-30;2003-05-30;EXTERIEUR;RUE;LAMARCK ET ESCALIER;75018;RUE LAMARCK ET ESCALIER 75018 Paris France;48.83718, 2.371335
LE LIVRE SECRET;VLADO CVETANOVSKI;2003-01-06;2003-01-06;EXTERIEUR;RUE;LAMARCK;75018;RUE LAMARCK 75018 Paris France;48.890288, 2.33619
ARSENE LUPIN;JEAN PAUL SALOME;2003-08-15;2003-08-15;EXTERIEUR;PLACE;DE L'OPERA;75009;PLACE DE L'OPERA 75009 Paris France;48.870766, 2.332529
ARSENE LUPIN;JEAN PAUL SALOME;2003-12-08;2003-12-08;EXTERIEUR;RUE;SAINT ETIENNE DU MONT;75005;RUE SAINT ETIENNE DU MONT 75005 Paris France;48.846669, 2.348351
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;2003-08-27;2003-08-27;EXTERIEUR;AVENUE;MONTAIGNE;75008;AVENUE MONTAIGNE 75008 Paris France;48.867539, 2.307055
BEFORE SUNSET;RICHARD LINKLATER;2003-04-09;2003-04-09;EXTERIEUR;AVENUE;DUQUESNE;75007;AVENUE DUQUESNE 75007 Paris France;48.851698, 2.31013
BEFORE SUNSET;RICHARD LINKLATER;2003-04-09;2003-04-09;EXTERIEUR;AVENUE;DE LA MOTTE PICQUET;75007;AVENUE DE LA MOTTE PICQUET 75007 Paris France;48.856399, 2.308616
BEFORE SUNSET;RICHARD LINKLATER;2003-01-09;2003-01-09;EXTERIEUR;PORT;DE LA TOURNELLE;75005;PORT DE LA TOURNELLE 75005 Paris France;48.849811, 2.356086
BEFORE SUNSET;RICHARD LINKLATER;2003-03-09;2003-03-09;EXTERIEUR;PORT;HENRI IV;75004;PORT HENRI IV 75004 Paris France;48.876542, 2.372545
BEFORE SUNSET;RICHARD LINKLATER;2003-08-27;2003-08-27;EXTERIEUR;PROMENADE;PLANTEE;75012;PROMENADE PLANTEE 75012 Paris France;48.841171, 2.396585
BEFORE SUNSET;RICHARD LINKLATER;2003-12-09;2003-12-09;EXTERIEUR;PROMENADE;PLANTEE;75012;PROMENADE PLANTEE 75012 Paris France;48.841171, 2.396585
BEFORE SUNSET;RICHARD LINKLATER;2003-01-09;2003-01-09;EXTERIEUR;QUAI;DE L'HOTEL DE VILLE;75004;QUAI DE L'HOTEL DE VILLE 75004 Paris France;48.854754, 2.353961
BEFORE SUNSET;RICHARD LINKLATER;2003-03-09;2003-03-09;EXTERIEUR;QUAI;HENRI IV;75004;QUAI HENRI IV 75004 Paris France;48.848918, 2.362479
BEFORE SUNSET;RICHARD LINKLATER;2003-09-17;2003-09-17;EXTERIEUR;RUE;SAINT JULIEN;75005;RUE SAINT JULIEN 75005 Paris France;48.85227, 2.346986
BEFORE SUNSET;RICHARD LINKLATER;2003-02-09;2003-02-09;EXTERIEUR;RUE;EGINHARD;75004;RUE EGINHARD 75004 Paris France;48.85408, 2.361536
BEFORE SUNSET;RICHARD LINKLATER;2003-02-09;2003-02-09;EXTERIEUR;RUE;CHARLEMAGNE;75004;RUE CHARLEMAGNE 75004 Paris France;48.854179, 2.360548
BEFORE SUNSET;RICHARD LINKLATER;2003-09-17;2003-09-17;EXTERIEUR;RUE;DU FAUBOURG SAINT ANTOINE;75011;RUE DU FAUBOURG SAINT ANTOINE 75011 Paris France;48.850435, 2.381515
L'ENQUETE CORSE;ALAIN BERBERIAN;2003-01-09;2003-01-09;EXTERIEUR;PLACE;DE LA CONCORDE;75008;PLACE DE LA CONCORDE 75008 Paris France;48.865519, 2.321454
RUE DES SANS PAPIERS;ALAIN CARVILLE;2003-01-10;2003-01-10;EXTERIEUR;AVENUE;DU MARECHAL FAYOLLE;75016;AVENUE DU MARECHAL FAYOLLE 75016 Paris France;48.868962, 2.271609
RUE DES SANS PAPIERS;ALAIN CARVILLE;2003-09-30;2003-09-30;EXTERIEUR;PASSAGE;GUENOT;75011;PASSAGE GUENOT 75011 Paris France;48.851794, 2.391239
RUE DES SANS PAPIERS;ALAIN CARVILLE;2003-09-26;2003-09-26;EXTERIEUR;PASSAGE;DE FLANDRES;75019;PASSAGE DE FLANDRES 75019 Paris France;48.913684, 2.374359
L'AMERICAIN;PATRICK TIMSIT;2003-11-19;2003-11-19;EXTERIEUR;PLACE;DE LA CONCORDE;75008;PLACE DE LA CONCORDE 75008 Paris France;48.865519, 2.321454
L'AMERICAIN;PATRICK TIMSIT;2003-01-12;2003-01-12;EXTERIEUR;PONT;DE GRENELLE;75015;PONT DE GRENELLE 75015 Paris France;48.850046, 2.280452
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;2003-10-17;2003-10-17;EXTERIEUR;AVENUE;D'EYLAU;75016;AVENUE D'EYLAU   75016 Paris France;48.865161, 2.283548
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;2003-11-20;2003-11-20;EXTERIEUR;BOULEVARD;DE CLICHY;75018;BOULEVARD DE CLICHY   75018 Paris France;48.883617, 2.333584
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;2003-10-15;2003-10-15;EXTERIEUR;BOULEVARD;PEREIRE;75017;BOULEVARD PEREIRE   75017 Paris France;48.884631, 2.296927
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;2003-11-24;2003-11-24;EXTERIEUR;PLAINE DE JEUX;DE BAGATELLE TERRAIN;75015;PLAINE DE JEUX DE BAGATELLE TERRAIN   75015 Paris France;48.841328, 2.300292
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;2003-11-25;2003-11-25;EXTERIEUR;PLAINE DE JEUX;DE BAGATELLE TERRAIN;75016;PLAINE DE JEUX DE BAGATELLE TERRAIN   75016 Paris France;48.853093, 2.248763
AUTOMNE;RA'UP MCGEE;2003-10-17;2003-10-17;EXTERIEUR;CITE;JOLY;75011;CITE JOLY 75011 Paris France;48.862388, 2.383033
AUTOMNE;RA'UP MCGEE;2003-12-20;2003-12-20;EXTERIEUR;FAUBOURG;SAINT ANTOINE;75011;FAUBOURG SAINT ANTOINE 75011 Paris France;48.850435, 2.381515
DEUX SYLLABES EN ARRIERES;KATARINA SULAJOVA;2003-09-28;2003-09-28;EXTERIEUR;RUE;AMELOT;75011;RUE AMELOT 75011 Paris France;48.860157, 2.367991
DEUX SYLLABES EN ARRIERES;KATARINA SULAJOVA;2003-09-29;2003-09-29;EXTERIEUR;RUE;ALIBERT;75010;RUE ALIBERT 75010 Paris France;48.871649, 2.367672
TROIS COUPLES EN QUETE D'ORAGES;JACQUES OTMEZGUINE;2003-10-23;2003-10-23;EXTERIEUR;COURS;DE VINCENNES;75020;COURS DE VINCENNES   75020 Paris France;48.847871, 2.405105
AU SECOURS, J'AI TRENTE ANS;MARIE-ANNE CHAZEL;2003-10-10;2003-10-10;EXTERIEUR;PLACE;RAOUL DAUTRY;75015;PLACE RAOUL DAUTRY 75015 Paris France;48.841729, 2.320515
AU SECOURS, J'AI TRENTE ANS;MARIE-ANNE CHAZEL;2003-10-17;2003-10-17;EXTERIEUR;RUE;DES PYRENEES;75020;RUE DES PYRENEES   75020 Paris France;48.861363, 2.400301
INCONTROLABLE;RAFFY SHART;2005-07-28;2005-07-28;EXTERIEUR;PLACE;SAINT MICHEL;75006;PLACE SAINT MICHEL 75006 Paris France;48.853586, 2.343888
INCONTROLABLE;RAFFY SHART;2005-09-09;2005-09-09;EXTERIEUR;RUE;AMELOT;75011;RUE AMELOT 75011 Paris France;48.860157, 2.367991
A L'ARRACHE;KIM MASSEE;2005-07-20;2005-07-20;EXTERIEUR;RUE;DE TORCY;75018;RUE DE TORCY 75018 Paris France;48.891298, 2.362296
A L'ARRACHE;KIM MASSEE;2005-07-21;2005-07-21;EXTERIEUR;RUE;DE BELLEVILLE;75019;RUE DE BELLEVILLE 75019 Paris France;48.875458, 2.391738
JARDINS EN AUTOMNE;OTAR IOSSELIANI;2005-11-08;2005-11-08;EXTERIEUR;PLACE;DU TROCADERO;75016;PLACE DU TROCADERO 75016 Paris France;48.862318, 2.287561
JARDINS EN AUTOMNE;OTAR IOSSELIANI;2005-08-20;2005-08-20;EXTERIEUR;ROND POINT;DES CHAMSP ELYSEES;75008;ROND POINT DES CHAMSP ELYSEES 75008 Paris France;48.869012, 2.309055
JARDINS EN AUTOMNE;OTAR IOSSELIANI;2005-07-29;2005-07-29;EXTERIEUR;RUE;DE FLEURUS;75006;RUE DE FLEURUS 75006 Paris France;48.847076, 2.329992
L'INVITE;LAURENT BOUHNIK;2006-03-29;2006-03-29;EXTERIEUR;AVENUE;NIEL;75017;AVENUE NIEL 75017 Paris France;48.881547, 2.295707
L'INVITE;LAURENT BOUHNIK;2006-12-04;2006-12-04;EXTERIEUR;RUE;DE LA BANQUE;75002;RUE DE LA BANQUE 75002 Paris France;48.867453, 2.340688
L'INVITE;LAURENT BOUHNIK;2006-03-29;2006-03-29;EXTERIEUR;RUE;LEBON;75017;RUE LEBON 75017 Paris France;48.881074, 2.291953
PARS VITE ET REVIENS TARD;REGIS WARGNIER;2006-05-31;2006-05-31;EXTERIEUR;BOULEVARD;DE SEBASTOPOL;75003;BOULEVARD DE SEBASTOPOL 75003 Paris France;48.865573, 2.352399
PARS VITE ET REVIENS TARD;REGIS WARGNIER;2006-11-05;2006-12-05;DOMAINE PUBLIC;EGLISE;SAINT MERRI;75004;EGLISE SAINT MERRI 75004 Paris France;48.858126, 2.354954
PARS VITE ET REVIENS TARD;REGIS WARGNIER;2006-09-05;2006-10-05;EXTERIEUR;PLACE;STRAVINSKY;75004;PLACE STRAVINSKY 75004 Paris France;48.859444, 2.351389
LE SERPENT;ERIC BARBIER;2006-04-26;2006-04-26;EXTERIEUR;PLACE;SAINT CHARLES;75015;PLACE SAINT CHARLES 75015 Paris France;48.844982, 2.284092
SCORPION;JULIEN SERI;2006-04-15;2006-04-15;EXTERIEUR;BOULEVARD;MACDONALD;75019;BOULEVARD MACDONALD 75019 Paris France;48.898916, 2.382099
SCORPION;JULIEN SERI;2006-03-05;2006-03-05;EXTERIEUR;PLACE;FRANCIS POULENC;75019;PLACE FRANCIS POULENC 75019 Paris France;48.883907, 2.386436
SCORPION;JULIEN SERI;2006-04-15;2006-04-15;EXTERIEUR;QUAI;DE LA GIRONDE;75019;QUAI DE LA GIRONDE 75019 Paris France;48.895749, 2.383625
SCORPION;JULIEN SERI;2006-05-04;2006-05-04;EXTERIEUR;RUE;PAUL BAUDRY;75008;RUE PAUL BAUDRY 75008 Paris France;48.872239, 2.307015
LES TEMOINS;ANDRE TECHINE;2006-04-27;2006-04-28;EXTERIEUR;QUAI;DES ORFEVRES;75001;QUAI DES ORFEVRES 75001 Paris France;48.855464, 2.342859
LA MOME;OLIVIER DAHAN;2006-04-25;2006-04-25;EXTERIEUR;RUE;DU CALVAIRE;75018;RUE DU CALVAIRE 75018 Paris France;48.886053, 2.340432
LA MOME;OLIVIER DAHAN;2006-04-25;2006-04-25;EXTERIEUR;RUE;LEPIC;75018;RUE LEPIC 75018 Paris France;48.885838, 2.334797
PANORAMA;LOO HUI PHANG;2006-04-20;2006-04-20;EXTERIEUR;RUE;DU DISQUE;75013;RUE DU DISQUE 75013 Paris France;48.824329, 2.365716
LE PRIX A PAYER;ALEXANDRE LECLERE;2006-06-20;2006-06-20;EXTERIEUR;AVENUE;KLEBER;75016;AVENUE KLEBER 75016 Paris France;48.868335, 2.290789
LE PRIX A PAYER;ALEXANDRE LECLERE;2006-06-23;2006-06-23;DOMAINE PUBLIC;BOIS;DE BOULOGNE;75016;BOIS DE BOULOGNE 75016 Paris France;48.862449, 2.249167
LE PRIX A PAYER;ALEXANDRE LECLERE;2006-06-14;2006-06-14;EXTERIEUR;RUE;HALEVY;75009;RUE HALEVY 75009 Paris France;48.872063, 2.332745
CE QUE MES YEUX ONT VU / LA FORTUNE;LAURENT DE BARTILLAT;2006-05-18;2006-05-18;DOMAINE PUBLIC;CANAL;SAINT MARTIN;75010;CANAL SAINT MARTIN 75010 Paris France;48.880421, 2.374757
UN SECRET;CLAUDE MILLER;2006-05-16;2006-05-17;EXTERIEUR;SQUARE;DE L'OPERA GARNIER JOUVET;75009;SQUARE DE L'OPERA GARNIER JOUVET 75009 Paris France;48.878281, 2.336967
MISTER BEAN II;STEVE BENDELACK;2006-05-25;2006-05-25;EXTERIEUR;PLACE;CHARLES DE GAULLE;75016;PLACE CHARLES DE GAULLE 75016 Paris France;48.874306, 2.294767
TOUT EST PARDONNE;MIA HANSEN LOVE;2006-06-20;2006-06-20;EXTERIEUR;RUE;DE NAVARRE;75005;RUE DE NAVARRE 75005 Paris France;48.844357, 2.353011
BELLE;VADIM SCHMELEUV;2006-06-06;2006-06-06;EXTERIEUR;PLACE;COLETTE;75001;PLACE COLETTE 75001 Paris France;48.863194, 2.335833
BELLE;VADIM SCHMELEUV;2006-06-17;2006-06-17;EXTERIEUR;PLACE;ROCHAMBEAU;75016;PLACE ROCHAMBEAU 75016 Paris France;48.877295, 2.346342
BELLE;VADIM SCHMELEUV;2006-06-06;2006-06-06;EXTERIEUR;RUE;DE L'ECHELLE;75001;RUE DE L'ECHELLE 75001 Paris France;48.864032, 2.33437
LETTRES D'UN TUEUR;FRANCK MANCUSO;2006-09-08;2006-09-08;EXTERIEUR;PLACE;MAZAS;75012;PLACE MAZAS 75012 Paris France;48.846112, 2.366495
LETTRES D'UN TUEUR;FRANCK MANCUSO;2006-07-29;2006-07-29;EXTERIEUR;PLACE;DAUPHINE;75001;PLACE DAUPHINE 75001 Paris France;48.856719, 2.342201
LE CANDIDAT;NIELS ARESTRUP;2006-06-19;2006-06-19;EXTERIEUR;QUAI;ANDRE CITROEN;75015;QUAI ANDRE CITROEN 75015 Paris France;48.8465, 2.278129
2 JOURS - 2 DAYS;JULIE DELPY;2006-07-13;2006-07-13;EXTERIEUR;BOULEVARD;DE PICPUS;75012;BOULEVARD DE PICPUS 75012 Paris France;48.843375, 2.401477
2 JOURS - 2 DAYS;JULIE DELPY;2006-06-21;2006-06-21;EXTERIEUR;PLACE;DU PANTHEON;75005;PLACE DU PANTHEON 75005 Paris France;48.845685, 2.345901
2 JOURS - 2 DAYS;JULIE DELPY;2006-07-13;2006-07-13;EXTERIEUR;RUE;BOULARD;75014;RUE BOULARD 75014 Paris France;48.833171, 2.328357
2 JOURS - 2 DAYS;JULIE DELPY;2006-02-07;2006-02-07;EXTERIEUR;RUE;DE L'ABBE GROULT;75015;RUE DE L'ABBE GROULT 75015 Paris France;48.83935, 2.296935
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-06-26;2006-06-26;EXTERIEUR;AVENUE;REILLE;75014;AVENUE REILLE 75014 Paris France;48.824245, 2.336254
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-08-07;2006-08-07;EXTERIEUR;AVENUE;REILLE;75014;AVENUE REILLE 75014 Paris France;48.824245, 2.336254
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-06-07;2006-06-07;EXTERIEUR;BOULEVARD;NEY;75018;BOULEVARD NEY 75018 Paris France;48.89819, 2.350199
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-08-07;2006-08-07;EXTERIEUR;PONT;DES ARTS;75006;PONT DES ARTS 75006 Paris France;48.858795, 2.337747
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-06-30;2006-06-30;EXTERIEUR;QUAI;DE LA CORSE;75004;QUAI DE LA CORSE 75004 Paris France;48.855659, 2.348329
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-01-07;2006-01-07;EXTERIEUR;RUE;DES CHANTRES;75004;RUE DES CHANTRES 75004 Paris France;48.853794, 2.351674
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-01-07;2006-01-07;EXTERIEUR;RUE;SAINT VINCENT;75018;RUE SAINT VINCENT 75018 Paris France;48.888495, 2.340778
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-06-26;2006-06-26;EXTERIEUR;RUE;DE LA TOMBE ISSOIRE;75014;RUE DE LA TOMBE ISSOIRE 75014 Paris France;48.827807, 2.332531
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-08-07;2006-08-07;EXTERIEUR;RUE;NOTRE DAME DES VICTOIRES;75002;RUE NOTRE DAME DES VICTOIRES 75002 Paris France;48.86847, 2.341883
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-07-17;2006-07-17;EXTERIEUR;RUE;D'ULM;75005;RUE D'ULM 75005 Paris France;48.84346, 2.344763
L'HOMME QUI MARCHE;AURELIA GEORGES;2006-07-13;2006-07-13;EXTERIEUR;RUE;DE LA TOMBE ISSOIRE;75014;RUE DE LA TOMBE ISSOIRE 75014 Paris France;48.827807, 2.332531
HELLPHONE;JAMES HUTH;2006-07-31;2006-07-31;EXTERIEUR;PARVIS;DE L'EGLISE;75005;PARVIS DE L'EGLISE 75005 Paris France;50.682394, 4.371231
HELLPHONE;JAMES HUTH;2006-10-08;2006-10-08;EXTERIEUR;PONT;DE LA TOURNELLE;75005;PONT DE LA TOURNELLE 75005 Paris France;48.850553, 2.355368
HELLPHONE;JAMES HUTH;2006-09-08;2006-09-08;EXTERIEUR;RUE;DES ARENES;75005;RUE DES ARENES 75005 Paris France;48.845032, 2.353983
HELLPHONE;JAMES HUTH;2006-08-17;2006-08-17;EXTERIEUR;RUE;LANNEAU;75005;RUE LANNEAU 75005 Paris France;48.848336, 2.346606
HELLPHONE;JAMES HUTH;2006-06-08;2006-06-08;EXTERIEUR;RUE;SAINT SEVERIN;75005;RUE SAINT SEVERIN 75005 Paris France;48.852467, 2.345097
HELLPHONE;JAMES HUTH;2006-08-17;2006-08-17;EXTERIEUR;RUE;DES ECOLE;75005;RUE DES ECOLE 75005 Paris France;48.845459, 2.34591
HELLPHONE;JAMES HUTH;2006-09-08;2006-09-08;EXTERIEUR;RUE;LACEPEDE, RUE LINNE, RUE CUVIER (ANGLE);75005;RUE LACEPEDE, RUE LINNE, RUE CUVIER (ANGLE) 75005 Paris France;48.843491, 2.351834
SANS MOI;OLIVIER PANCHOT;2006-09-08;2006-09-08;EXTERIEUR;BOULEVARD;DE CLICHY;75018;BOULEVARD DE CLICHY 75018 Paris France;48.883617, 2.333584
SANS MOI;OLIVIER PANCHOT;2006-10-07;2006-11-07;DOMAINE PUBLIC;PARC;DES BUTTES CHAUMONT;75019;PARC DES BUTTES CHAUMONT 75019 Paris France;48.879974, 2.381841
SANS MOI;OLIVIER PANCHOT;2006-12-07;2006-12-07;EXTERIEUR;PLACE;LINO VENTURA;75009;PLACE LINO VENTURA 75009 Paris France;48.88058, 2.340452
MISTER LONELY;HARMONY KORINE;2006-06-07;2006-06-07;EXTERIEUR;PONT;DES ARTS;75006;PONT DES ARTS 75006 Paris France;48.858795, 2.337747
MISTER LONELY;HARMONY KORINE;2006-10-07;2006-10-07;EXTERIEUR;PONT;DES ARTS;75006;PONT DES ARTS 75006 Paris France;48.858795, 2.337747
